Name	Gender	Country	Sport	Event	Age	Height	Weight
Federica Pellegrini	Women	Italy	Swimming	200 metres freestyle	28	1.79	65
Chihiro Igarashi	Women	Japan	Swimming	200 metres freestyle	21	1.70	63
Rikako Ikee	Women	Japan	Swimming	200 metres freestyle	16	1.70	58
Anastasia Bogdanovski	Women	Macedonia	Swimming	200 metres freestyle	23	1.74	57
Femke Heemskerk	Women	Netherlands	Swimming	200 metres freestyle	28	1.80	68
Robin Neumann	Women	Netherlands	Swimming	200 metres freestyle	18	1.73	63
Andrea Cedron	Women	Peru	Swimming	200 metres freestyle	22	1.69	62
Arina Openysheva	Women	Russia	Swimming	200 metres freestyle	17	1.68	59
Veronika Popova	Women	Russia	Swimming	200 metres freestyle	25	1.82	68
Katarina Simonovic	Women	Serbia	Swimming	200 metres freestyle	21	1.64	64
Melania Costa Schmid	Women	Spain	Swimming	200 metres freestyle	27	1.79	68
Patricia Castro Ortega	Women	Spain	Swimming	200 metres freestyle	24	1.78	66
Michelle Coleman	Women	Sweden	Swimming	200 metres freestyle	22	1.86	74
Sarah Sjostrom	Women	Sweden	Swimming	200 metres freestyle	22	1.82	76
Kathleen Ledecky	Women	United States	Swimming	200 metres freestyle	19	1.83	72
Melissa Franklin	Women	United States	Swimming	200 metres freestyle	21	1.87	77
Vien Nguyen Thi Anh	Women	Vietnam	Swimming	200 metres freestyle	19	1.72	60
Jian Fang Lay	Women	Australia	Table tennis	Singles	43	1.63	58
Melissa Tapper	Women	Australia	Table tennis	Singles	26	1.66	65
Jia Liu	Women	Austria	Table tennis	Singles	34	1.60	46
Sofia Polcanova	Women	Austria	Table tennis	Singles	21	1.81	69
Alexandra Privalova	Women	Belarus	Table tennis	Singles	28	1.78	66
Viktoria Pavlovich	Women	Belarus	Table tennis	Singles	38	1.75	60
Caroline Kumahara	Women	Brazil	Table tennis	Singles	21	1.66	58
Lin Gui	Women	Brazil	Table tennis	Singles	22	1.68	52
Mo Zhang	Women	Canada	Table tennis	Singles	27	1.73	57
Ning Ding	Women	China	Table tennis	Singles	26	1.71	63
Xiaoxia Li	Women	China	Table tennis	Singles	28	1.74	65
I-Ching Cheng	Women	Chinese Taipei	Table tennis	Singles	24	1.62	52
Szu-Yu Chen	Women	Chinese Taipei	Table tennis	Singles	23	1.62	58
Lady Ruano	Women	Colombia	Table tennis	Singles	35	1.57	52
Xing Han	Women	Congo	Table tennis	Singles	26	1.65	57
Hana Matelova	Women	Czech Republic	Table tennis	Singles	26	1.60	53
Iveta Vacenovska	Women	Czech Republic	Table tennis	Singles	30	1.68	58
Dina Meshref	Women	Egypt	Table tennis	Singles	22	1.66	59
Nadeen El-Dawlatly	Women	Egypt	Table tennis	Singles	23	1.62	54
Xue Li	Women	France	Table tennis	Singles	31	1.65	57
Petrissa Solja	Women	Germany	Table tennis	Singles	22	1.68	67
Ying Han	Women	Germany	Table tennis	Singles	33	1.70	60
Ho Ching Lee	Women	Hong Kong	Table tennis	Singles	23	1.60	53
Hoi Kem Doo	Women	Hong Kong	Table tennis	Singles	19	1.66	60
Georgina Pota	Women	Hungary	Table tennis	Singles	31	1.73	63
Petra Lovas	Women	Hungary	Table tennis	Singles	36	1.58	48
Manika Batra	Women	India	Table tennis	Singles	21	1.79	63
Mouma Das	Women	India	Table tennis	Singles	32	1.49	47
Neda Shahsavari	Women	Iran	Table tennis	Singles	29	1.67	62
Ai Fukuhara	Women	Japan	Table tennis	Singles	27	1.56	48
Kasumi Ishikawa	Women	Japan	Table tennis	Singles	23	1.58	51
Mariana Sahakian	Women	Lebanon	Table tennis	Singles	38	1.55	52
Xia Lian Ni	Women	Luxembourg	Table tennis	Singles	53	1.57	58
Yadira Silva	Women	Mexico	Table tennis	Singles	30	1.59	55
Jiao Li	Women	Netherlands	Table tennis	Singles	43	1.67	60
Jie Li	Women	Netherlands	Table tennis	Singles	32	1.65	52
Offiong Edem	Women	Nigeria	Table tennis	Singles	29	1.50	70
Olofunke Oshonaike	Women	Nigeria	Table tennis	Singles	40	1.67	59
Myong Sun Ri	Women	North Korea	Table tennis	Singles	24	1.63	53
Song I Kim	Women	North Korea	Table tennis	Singles	21	1.61	55
Ian Lariba	Women	Philippines	Table tennis	Singles	21	1.62	56
Katarzyna Grzybowska-Franc	Women	Poland	Table tennis	Singles	27	1.70	58
Qian Li	Women	Poland	Table tennis	Singles	30	1.60	54
Fu Yu	Women	Portugal	Table tennis	Singles	37	1.73	60
Jieni Shao	Women	Portugal	Table tennis	Singles	22	1.69	63
Adriana Diaz	Women	Puerto Rico	Table tennis	Singles	15	1.59	50
Daniela Monteiro Dodean	Women	Romania	Table tennis	Singles	28	1.70	55
Elizabeta Samara	Women	Romania	Table tennis	Singles	27	1.71	56
Maria Dolgikh	Women	Russia	Table tennis	Singles	29	1.76	62
Polina Mikhailova	Women	Russia	Table tennis	Singles	29	1.68	60
Mengyu Yu	Women	Singapore	Table tennis	Singles	26	1.66	50
Tianwei Feng	Women	Singapore	Table tennis	Singles	29	1.63	55
Barbora Balazova	Women	Slovakia	Table tennis	Singles	24	1.69	73
Eva Odorova	Women	Slovakia	Table tennis	Singles	36	1.75	60
Hyowon Suh	Women	South Korea	Table tennis	Singles	29	1.59	54
Jihee Jeon	Women	South Korea	Table tennis	Singles	23	1.59	56
Yanfei Shen	Women	Spain	Table tennis	Singles	36	1.65	65
Fen Li	Women	Sweden	Table tennis	Singles	39	1.64	60
Matilda Ekholm	Women	Sweden	Table tennis	Singles	34	1.72	67
Nanthana Komwong	Women	Thailand	Table tennis	Singles	35	1.59	54
Suthasini Sawettabut	Women	Thailand	Table tennis	Singles	21	1.68	63
Melek Hu	Women	Turkey	Table tennis	Singles	27	1.65	53
Tetyana Bilenko	Women	Ukraine	Table tennis	Singles	32	1.78	67
Lily Zhang	Women	United States	Table tennis	Singles	20	1.66	58
Yue Wu	Women	United States	Table tennis	Singles	26	1.61	50
Gremlis Arvelo	Women	Venezuela	Table tennis	Singles	19	1.67	62
Daria Gavrilova	Women	Australia	Tennis	Doubles	22	1.66	61
Samantha Stosur	Women	Australia	Tennis	Doubles	32	1.72	68
Kirsten Flipkens	Women	Belgium	Tennis	Doubles	30	1.65	59
Yanina Wickmayer	Women	Belgium	Tennis	Doubles	26	1.82	72
Paula Cristina Goncalves	Women	Brazil	Tennis	Doubles	25	1.76	68
Teliana Pereira	Women	Brazil	Tennis	Doubles	28	1.67	62
Eugenie Bouchard	Women	Canada	Tennis	Doubles	22	1.78	58
Gabriela Dabrowski	Women	Canada	Tennis	Doubles	24	1.80	84
Saisai Zheng	Women	China	Tennis	Doubles	22	1.70	62
Shuai Peng	Women	China	Tennis	Doubles	30	1.73	65
Shuai Zhang	Women	China	Tennis	Doubles	27	1.77	66
Yifan Xu	Women	China	Tennis	Doubles	28	1.65	60
Hao-Ching Chan	Women	Chinese Taipei	Tennis	Doubles	22	1.80	65
Yung-Jan Chan	Women	Chinese Taipei	Tennis	Doubles	26	1.71	65
Andrea Hlavackova	Women	Czech Republic	Tennis	Doubles	29	1.74	63
Barbora Strycova	Women	Czech Republic	Tennis	Doubles	30	1.65	62
Lucie Hradecka	Women	Czech Republic	Tennis	Doubles	31	1.78	70
Lucie Safarova	Women	Czech Republic	Tennis	Doubles	29	1.77	67
Caroline Garcia	Women	France	Tennis	Doubles	22	1.77	61
Kristina Mladenovic	Women	France	Tennis	Doubles	23	1.84	66
Andrea Petkovic	Women	Germany	Tennis	Doubles	28	1.80	70
Angelique Kerber	Women	Germany	Tennis	Doubles	28	1.73	68
Anna-Lena Groenefeld	Women	Germany	Tennis	Doubles	31	1.80	73
Laura Siegemund	Women	Germany	Tennis	Doubles	28	1.68	62
Heather Watson	Women	Great Britain	Tennis	Doubles	24	1.68	63
Johanna Konta	Women	Great Britain	Tennis	Doubles	25	1.80	69
Reka-Luca Jani	Women	Hungary	Tennis	Doubles	25	1.60	57
Timea Babos	Women	Hungary	Tennis	Doubles	23	1.79	68
Prarthana G. Thombare	Women	India	Tennis	Doubles	22	1.65	58
Sania Mirza	Women	India	Tennis	Doubles	29	1.66	57
Roberta Vinci	Women	Italy	Tennis	Doubles	33	1.64	54
Sara Errani	Women	Italy	Tennis	Doubles	29	1.64	58
Eri Hozumi	Women	Japan	Tennis	Doubles	22	1.67	60
Misaki Doi	Women	Japan	Tennis	Doubles	25	1.59	52
Galina Voskoboeva	Women	Kazakhstan	Tennis	Doubles	31	1.83	67
Yaroslava Shvedova	Women	Kazakhstan	Tennis	Doubles	28	1.80	70
Paula Kania	Women	Poland	Tennis	Doubles	23	1.73	63
Andreea Mitu	Women	Romania	Tennis	Doubles	24	1.75	60
Irina-Camelia Begu	Women	Romania	Tennis	Doubles	25	1.81	70
Monica Niculescu	Women	Romania	Tennis	Doubles	28	1.68	64
Raluca Olaru	Women	Romania	Tennis	Doubles	27	1.74	63
Daria Kasatkina	Women	Russia	Tennis	Doubles	19	1.70	62
Ekaterina Makarova	Women	Russia	Tennis	Doubles	28	1.80	67
Elena Vesnina	Women	Russia	Tennis	Doubles	30	1.76	66
Svetlana Kuznetsova	Women	Russia	Tennis	Doubles	31	1.74	73
Aleksandra Krunic	Women	Serbia	Tennis	Doubles	23	1.63	55
Jelena Jankovic	Women	Serbia	Tennis	Doubles	31	1.75	65
Anna Karolina Schmiedlova	Women	Slovakia	Tennis	Doubles	21	1.76	63
Anabel Medina Garrigues	Women	Spain	Tennis	Doubles	34	1.69	59
Arantxa Parra-Santonja	Women	Spain	Tennis	Doubles	33	1.76	61
Carla Suarez Navarro	Women	Spain	Tennis	Doubles	27	1.62	61
Garbine Muguruza	Women	Spain	Tennis	Doubles	22	1.84	72
Martina Hingis	Women	Switzerland	Tennis	Doubles	35	1.70	59
Timea Bacsinszky	Women	Switzerland	Tennis	Doubles	27	1.71	62
Elina Svitolina	Women	Ukraine	Tennis	Doubles	21	1.74	60
Liudmyla Kichenok	Women	Ukraine	Tennis	Doubles	24	1.76	65
Nadiia Kichenok	Women	Ukraine	Tennis	Doubles	24	1.75	65
Olga Savchuk	Women	Ukraine	Tennis	Doubles	28	1.77	67
Bethanie Mattek-Sands	Women	United States	Tennis	Doubles	31	1.68	65
Coco Vandeweghe	Women	United States	Tennis	Doubles	24	1.86	70
Serena Williams	Women	United States	Tennis	Doubles	34	1.78	72
Venus Williams	Women	United States	Tennis	Doubles	36	1.86	74
John Peers	Men	Australia	Tennis	Mixed doubles	28	1.91	83
Samantha Stosur	Women	Australia	Tennis	Mixed doubles	32	1.72	68
Marcelo Melo	Men	Brazil	Tennis	Mixed doubles	32	2.00	87
Teliana Pereira	Women	Brazil	Tennis	Mixed doubles	28	1.67	62
Yen-Hsun Lu	Men	Chinese Taipei	Tennis	Mixed doubles	32	1.80	83
Yung-Jan Chan	Women	Chinese Taipei	Tennis	Mixed doubles	26	1.71	65
Juan-Sebastian Cabal	Men	Colombia	Tennis	Mixed doubles	30	1.85	82
Mariana Duque-Marino	Women	Colombia	Tennis	Mixed doubles	26	1.69	61
Ana Konjuh	Women	Croatia	Tennis	Mixed doubles	18	1.74	73
Marin Cilic	Men	Croatia	Tennis	Mixed doubles	27	1.98	89
Andrea Hlavackova	Women	Czech Republic	Tennis	Mixed doubles	29	1.74	63
Lucie Hradecka	Women	Czech Republic	Tennis	Mixed doubles	31	1.78	70
Lukas Rosol	Men	Czech Republic	Tennis	Mixed doubles	31	1.95	82
Radek Stepanek	Men	Czech Republic	Tennis	Mixed doubles	37	1.86	78
Caroline Garcia	Women	France	Tennis	Mixed doubles	22	1.77	61
Kristina Mladenovic	Women	France	Tennis	Mixed doubles	23	1.84	66
Nicolas Mahut	Men	France	Tennis	Mixed doubles	34	1.90	82
Pierre-Hugues Herbert	Men	France	Tennis	Mixed doubles	25	1.89	79
Angelique Kerber	Women	Germany	Tennis	Mixed doubles	28	1.73	68
Jan-Lennard Struff	Men	Germany	Tennis	Mixed doubles	26	1.96	91
Rohan Bopanna	Men	India	Tennis	Mixed doubles	36	1.90	85
Sania Mirza	Women	India	Tennis	Mixed doubles	29	1.66	57
Andreas Seppi	Men	Italy	Tennis	Mixed doubles	32	1.90	75
Fabio Fognini	Men	Italy	Tennis	Mixed doubles	29	1.80	74
Roberta Vinci	Women	Italy	Tennis	Mixed doubles	33	1.64	54
Sara Errani	Women	Italy	Tennis	Mixed doubles	29	1.64	58
Jean-Julien Rojer	Men	Netherlands	Tennis	Mixed doubles	34	1.84	81
Kiki Bertens	Women	Netherlands	Tennis	Mixed doubles	24	1.82	78
Agnieszka Radwanska	Women	Poland	Tennis	Mixed doubles	27	1.73	59
Lukasz Kubot	Men	Poland	Tennis	Mixed doubles	34	1.91	90
Florin Mergea	Men	Romania	Tennis	Mixed doubles	31	1.82	79
Horia Tecau	Men	Romania	Tennis	Mixed doubles	31	1.92	90
Irina-Camelia Begu	Women	Romania	Tennis	Mixed doubles	25	1.81	70
Monica Niculescu	Women	Romania	Tennis	Mixed doubles	28	1.68	64
Anastasia Pavlyuchenkova	Women	Russia	Tennis	Mixed doubles	25	1.77	75
Elena Vesnina	Women	Russia	Tennis	Mixed doubles	30	1.76	66
Evgeny Donskoy	Men	Russia	Tennis	Mixed doubles	26	1.84	76
Teymuraz Gabashvili	Men	Russia	Tennis	Mixed doubles	31	1.87	85
Ana Ivanovic	Women	Serbia	Tennis	Mixed doubles	28	1.77	63
Nenad Zimonjic	Men	Serbia	Tennis	Mixed doubles	40	1.92	90
Carla Suarez Navarro	Women	Spain	Tennis	Mixed doubles	27	1.62	61
David Ferrer	Men	Spain	Tennis	Mixed doubles	34	1.75	73
Garbine Muguruza	Women	Spain	Tennis	Mixed doubles	22	1.84	72
Rafael Nadal	Men	Spain	Tennis	Mixed doubles	30	1.85	79
Denys Molchanov	Men	Ukraine	Tennis	Mixed doubles	29	1.90	82
Elina Svitolina	Women	Ukraine	Tennis	Mixed doubles	21	1.74	60
Wei-Ling Chen	Women	Chinese Taipei	Weightlifting	48 kg	34	1.49	47
Beatriz Elizabeth Piron Candelario	Women	Dominican Republic	Weightlifting	48 kg	21	1.50	48
Chanu Saikhom Mirabai	Women	India	Weightlifting	48 kg	22	1.45	48
Sri Wahyuni Agustiani	Women	Indonesia	Weightlifting	48 kg	21	1.47	47
Hiromi Miyake	Women	Japan	Weightlifting	48 kg	30	1.45	48
Margarita Yelisseyeva	Women	Kazakhstan	Weightlifting	48 kg	24	1.50	48
Zhanyl Okoeva	Women	Kyrgyzstan	Weightlifting	48 kg	22	1.65	48
Roilya Ranaivosoa	Women	Mauritius	Weightlifting	48 kg	25	1.52	48
Fiorella Francesca Cueva Uribe	Women	Peru	Weightlifting	48 kg	18	1.50	48
Lely Berlitt Burgos Ortiz	Women	Puerto Rico	Weightlifting	48 kg	31	1.53	50
Sopita Tanasan	Women	Thailand	Weightlifting	48 kg	21	1.54	48
Iuliia Paratova	Women	Ukraine	Weightlifting	48 kg	29	1.55	48
Morghan Whitney King	Women	United States	Weightlifting	48 kg	30	1.53	48
Thi Huyen Vuong	Women	Vietnam	Weightlifting	48 kg	24	1.55	48
Andranik Karapetyan	Men	Armenia	Weightlifting	77 kg	20	1.80	77
Xiaojun Lyu	Men	China	Weightlifting	77 kg	32	1.72	77
Andres Mauricio Caicedo Piedrahita	Men	Colombia	Weightlifting	77 kg	18	1.74	75
Ibrahim Ramadan Ibrahim Abdelbaki	Men	Egypt	Weightlifting	77 kg	28	1.73	77
Mohamed Mahmoud	Men	Egypt	Weightlifting	77 kg	26	1.65	77
Nico Mueller	Men	Germany	Weightlifting	77 kg	22	1.68	80
Sathish Kumar Sivalingam	Men	India	Weightlifting	77 kg	24	1.75	77
Deni	Men	Indonesia	Weightlifting	77 kg	27	1.65	69
Triyatno	Men	Indonesia	Weightlifting	77 kg	28	1.61	77
Nijat Rahimov	Men	Kazakhstan	Weightlifting	77 kg	22	1.76	77
Alexandr Spac	Men	Moldova	Weightlifting	77 kg	26	1.64	80
Jon Wi Choe	Men	North Korea	Weightlifting	77 kg	23	1.70	69
Dumitru Captari	Men	Romania	Weightlifting	77 kg	27	1.68	79
Andres Eduardo Mata Perez	Men	Spain	Weightlifting	77 kg	23	1.74	77
Chatuphum Chinnawong	Men	Thailand	Weightlifting	77 kg	23	1.67	77
Patricia Alejandra Bermudez	Women	Argentina	Wrestling	Freestyle 48 kg	29	1.50	48
Mariya Stadnik	Women	Azerbaijan	Wrestling	Freestyle 48 kg	28	1.57	48
Elitsa Atanasova Yankova	Women	Bulgaria	Wrestling	Freestyle 48 kg	21	1.51	48
Sotheara Chov	Women	Cambodia	Wrestling	Freestyle 48 kg	32	1.55	48
Rebecca Ndolo Muambo	Women	Cameroon	Wrestling	Freestyle 48 kg	31	1.52	48
Jasmine Mian	Women	Canada	Wrestling	Freestyle 48 kg	26	1.55	48
Yanan Sun	Women	China	Wrestling	Freestyle 48 kg	23	1.61	51
Carolina Castillo Hidalgo	Women	Colombia	Wrestling	Freestyle 48 kg	25	1.57	48
Brenda Yamyleth Bailey Gomez	Women	Honduras	Wrestling	Freestyle 48 kg	21	1.59	55
Vinesh Vinesh	Women	India	Wrestling	Freestyle 48 kg	21	1.65	56
Eri Tosaka	Women	Japan	Wrestling	Freestyle 48 kg	22	1.52	53
Zhuldyz Eshimova	Women	Kazakhstan	Wrestling	Freestyle 48 kg	28	1.52	48
Jessica Blaszka	Women	Netherlands	Wrestling	Freestyle 48 kg	24	1.60	52
Miesinnei Mercy Genesis	Women	Nigeria	Wrestling	Freestyle 48 kg	18	1.52	48
Hyon Gyong Kim	Women	North Korea	Wrestling	Freestyle 48 kg	21	1.53	48
Iwona Nina Matkowska	Women	Poland	Wrestling	Freestyle 48 kg	34	1.60	48
Emilia Alina Vuc	Women	Romania	Wrestling	Freestyle 48 kg	22	1.54	50
Milana Dadasheva	Women	Russia	Wrestling	Freestyle 48 kg	21	1.65	48
Haley Ruth Augello	Women	United States	Wrestling	Freestyle 48 kg	21	1.61	54
Thi Hang Vu	Women	Vietnam	Wrestling	Freestyle 48 kg	24	1.58	47
Natalya Sinishin	Women	Azerbaijan	Wrestling	Freestyle 53 kg	31	1.60	58
Joseph Emilienne Essombe Tiako	Women	Cameroon	Wrestling	Freestyle 53 kg	28	1.59	55
Jillian Alice Gallays	Women	Canada	Wrestling	Freestyle 53 kg	29	1.65	53
Xuechun Zhong	Women	China	Wrestling	Freestyle 53 kg	22	1.66	55
Nina Hemmer	Women	Germany	Wrestling	Freestyle 53 kg	23	1.65	55
Maria Prevolaraki	Women	Greece	Wrestling	Freestyle 53 kg	24	1.63	57
Kumari Babita	Women	India	Wrestling	Freestyle 53 kg	26	1.65	52
Saori Yoshida	Women	Japan	Wrestling	Freestyle 53 kg	33	1.57	55
Sumiya Erdenechimeg	Women	Mongolia	Wrestling	Freestyle 53 kg	26	1.59	53
Odunayo Folasade Adekuoroye	Women	Nigeria	Wrestling	Freestyle 53 kg	22	1.69	53
Myong Suk Jong	Women	North Korea	Wrestling	Freestyle 53 kg	23	1.61	53
Katarzyna Krawczyk	Women	Poland	Wrestling	Freestyle 53 kg	25	1.58	53
Isabelle Sambou	Women	Senegal	Wrestling	Freestyle 53 kg	35	1.55	53
Sofia Magdalena Mattsson	Women	Sweden	Wrestling	Freestyle 53 kg	26	1.64	56
Bediha Gun	Women	Turkey	Wrestling	Freestyle 53 kg	21	1.67	53
Yuliia Khavaldzhy Blahinya	Women	Ukraine	Wrestling	Freestyle 53 kg	26	1.62	53
Helen Louise Maroulis	Women	United States	Wrestling	Freestyle 53 kg	24	1.63	56
Betzabeth Angelica Arguello Villegas	Women	Venezuela	Wrestling	Freestyle 53 kg	25	1.64	53
Thi Lua Nguyen	Women	Vietnam	Wrestling	Freestyle 53 kg	25	1.65	53
Garnik Mnatsakanyan	Men	Armenia	Wrestling	Freestyle 57 kg	26	1.61	57
Haji Aliyev	Men	Azerbaijan	Wrestling	Freestyle 57 kg	25	1.68	65
Asadulla Lachinau	Men	Belarus	Wrestling	Freestyle 57 kg	30	1.58	60
Vladimir Vladimirov Dubov	Men	Bulgaria	Wrestling	Freestyle 57 kg	28	1.56	64
Yowlys Bonne Rodriguez	Men	Cuba	Wrestling	Freestyle 57 kg	32	1.52	57
Vladimer Khinchegashvili	Men	Georgia	Wrestling	Freestyle 57 kg	25	1.70	57
Sandeep Tomar	Men	India	Wrestling	Freestyle 57 kg	25	1.68	61
Hassan Sabzali Rahimi	Men	Iran	Wrestling	Freestyle 57 kg	27	1.65	62
Rei Higuchi	Men	Japan	Wrestling	Freestyle 57 kg	20	1.63	63
Nurislam Sanayev	Men	Kazakhstan	Wrestling	Freestyle 57 kg	25	1.63	57
Bekhbayar Erdenebat	Men	Mongolia	Wrestling	Freestyle 57 kg	23	1.61	62
Chakir Ansari	Men	Morocco	Wrestling	Freestyle 57 kg	25	1.68	57
Kyong Il Yang	Men	North Korea	Wrestling	Freestyle 57 kg	27	1.58	57
Ivan Guidea	Men	Romania	Wrestling	Freestyle 57 kg	28	1.63	60
Victor Lebedev	Men	Russia	Wrestling	Freestyle 57 kg	28	1.64	57
Adama Diatta	Men	Senegal	Wrestling	Freestyle 57 kg	27	1.65	57
Junsik Yun	Men	South Korea	Wrestling	Freestyle 57 kg	25	1.66	65
Suleyman Atli	Men	Turkey	Wrestling	Freestyle 57 kg	22	1.68	57
Daniel Paul Dennis-Kengott	Men	United States	Wrestling	Freestyle 57 kg	29	1.66	56
Abbos Rakhmonov	Men	Uzbekistan	Wrestling	Freestyle 57 kg	18	1.61	57
Yuliya Ratkevich	Women	Azerbaijan	Wrestling	Freestyle 58 kg	31	1.62	58
Joice Souza da Silva	Women	Brazil	Wrestling	Freestyle 58 kg	33	1.67	59
Mimi Nikolova Hristova	Women	Bulgaria	Wrestling	Freestyle 58 kg	23	1.63	58
Michelle Cristina Fazzari	Women	Canada	Wrestling	Freestyle 58 kg	29	1.73	58
Jackeline Renteria Castillo	Women	Colombia	Wrestling	Freestyle 58 kg	30	1.67	58
Lissette Alexandra Antes Castillo	Women	Ecuador	Wrestling	Freestyle 58 kg	25	1.77	58
Petra Maarit Olli	Women	Finland	Wrestling	Freestyle 58 kg	22	1.63	64
Luisa Helga Gerda Niemesch	Women	Germany	Wrestling	Freestyle 58 kg	20	1.65	63
Sakshi Malik	Women	India	Wrestling	Freestyle 58 kg	23	1.62	58
Kaori Icho	Women	Japan	Wrestling	Freestyle 58 kg	32	1.66	61
Aisuluu Tynybekova	Women	Kyrgyzstan	Wrestling	Freestyle 58 kg	23	1.70	58
Mariana Cherdivara Esanu	Women	Moldova	Wrestling	Freestyle 58 kg	23	1.60	62
Orkhon Purevdorj	Women	Mongolia	Wrestling	Freestyle 58 kg	22	1.63	63
Aminat Oluwafunmilayo Adeniyi	Women	Nigeria	Wrestling	Freestyle 58 kg	23	1.65	58
Yanet Ursula Sovero Nino	Women	Peru	Wrestling	Freestyle 58 kg	33	1.63	58
Valeriia Koblova Zholobova	Women	Russia	Wrestling	Freestyle 58 kg	23	1.64	58
Malin Johanna Mattsson	Women	Sweden	Wrestling	Freestyle 58 kg	28	1.69	63
Marwa Amri	Women	Tunisia	Wrestling	Freestyle 58 kg	27	1.60	58
Elif Jale Yesilirmak	Women	Turkey	Wrestling	Freestyle 58 kg	30	1.64	58
Oksana Herhel	Women	Ukraine	Wrestling	Freestyle 58 kg	22	1.64	58
Devid Safaryan	Men	Armenia	Wrestling	Freestyle 65 kg	27	1.70	65
Sahit Prizreni	Men	Australia	Wrestling	Freestyle 65 kg	33	1.66	65
Toghrul Asgarov	Men	Azerbaijan	Wrestling	Freestyle 65 kg	23	1.70	65
Adam Batirov	Men	Bahrain	Wrestling	Freestyle 65 kg	31	1.65	71
Borislav Stefanov Novachkov	Men	Bulgaria	Wrestling	Freestyle 65 kg	26	1.70	71
Haislan Antonio Veranes Garcia	Men	Canada	Wrestling	Freestyle 65 kg	33	1.75	66
Katai Yeerlanbieke	Men	China	Wrestling	Freestyle 65 kg	26	1.69	77
Alejandro Enrique Valdes Tobier	Men	Cuba	Wrestling	Freestyle 65 kg	27	1.65	65
Zurabi Iakobishvili	Men	Georgia	Wrestling	Freestyle 65 kg	24	1.71	68
Yogeshwar Dutt	Men	India	Wrestling	Freestyle 65 kg	33	1.68	65
Meisam Abolfazl Nasiri	Men	Iran	Wrestling	Freestyle 65 kg	27	1.69	71
Frank Chamizo Marquez	Men	Italy	Wrestling	Freestyle 65 kg	24	1.72	65
Mandakhnaran Ganzorig	Men	Mongolia	Wrestling	Freestyle 65 kg	30	1.65	65
Amas Daniel	Men	Nigeria	Wrestling	Freestyle 65 kg	26	1.65	65
Magomedmurad Gadzhiev	Men	Poland	Wrestling	Freestyle 65 kg	28	1.65	65
Franklin Gomez Matos	Men	Puerto Rico	Wrestling	Freestyle 65 kg	30	1.77	65
Soslan Ramonov	Men	Russia	Wrestling	Freestyle 65 kg	25	1.70	65
Mustafa Kaya	Men	Turkey	Wrestling	Freestyle 65 kg	24	1.64	65
Andriy Kvyatkovskyy	Men	Ukraine	Wrestling	Freestyle 65 kg	26	1.75	65
Frank Aniello Molinaro	Men	United States	Wrestling	Freestyle 65 kg	27	1.68	68
Ikhtiyor Navruzov	Men	Uzbekistan	Wrestling	Freestyle 65 kg	27	1.65	65
Talgat Ilyasov	Men	Australia	Wrestling	Freestyle 74 kg	35	1.75	74
Jabrayil Hasanov	Men	Azerbaijan	Wrestling	Freestyle 74 kg	26	1.70	74
Georgi Ivanov Ivanov	Men	Bulgaria	Wrestling	Freestyle 74 kg	26	1.70	78
Carlos Arturo Izquierdo Mendez	Men	Colombia	Wrestling	Freestyle 74 kg	18	1.82	74
Livan Lopez Azcuy	Men	Cuba	Wrestling	Freestyle 74 kg	34	1.70	74
Zelimkhan Khadjiev	Men	France	Wrestling	Freestyle 74 kg	22	1.75	80
Jakob Makarashvili	Men	Georgia	Wrestling	Freestyle 74 kg	30	1.74	80
Augusto Midana	Men	Guinea-Bissau	Wrestling	Freestyle 74 kg	32	1.67	74
Asnage Castelly	Men	Haiti	Wrestling	Freestyle 74 kg	38	1.82	74
Narsingh Pancham Yadav	Men	India	Wrestling	Freestyle 74 kg	27	1.67	74
Hassan Aliazam Yazdanicharati	Men	Iran	Wrestling	Freestyle 74 kg	21	1.81	74
Sohsuke Takatani	Men	Japan	Wrestling	Freestyle 74 kg	27	1.78	81
Galymzhan Usserbayev	Men	Kazakhstan	Wrestling	Freestyle 74 kg	27	1.73	74
Evgheni Nedealco	Men	Moldova	Wrestling	Freestyle 74 kg	26	1.79	79
Unurbat Purevjav	Men	Mongolia	Wrestling	Freestyle 74 kg	28	1.70	80
Aniuar Geduev	Men	Russia	Wrestling	Freestyle 74 kg	29	1.73	74
Taimuraz Friev Naskidaeva	Men	Spain	Wrestling	Freestyle 74 kg	29	1.76	84
Soner Demirtas	Men	Turkey	Wrestling	Freestyle 74 kg	25	1.70	74
Jordan Ernest Burroughs	Men	United States	Wrestling	Freestyle 74 kg	28	1.71	79
Bekzod Abdurakhmonov	Men	Uzbekistan	Wrestling	Freestyle 74 kg	26	1.72	74
Adem Boudjemline	Men	Algeria	Wrestling	Greco-roman 85 kg	22	1.80	85
Maksim Manukyan	Men	Armenia	Wrestling	Greco-roman 85 kg	28	1.77	86
Amer Hrustanovic	Men	Austria	Wrestling	Greco-roman 85 kg	28	1.80	91
